field_id,region,season,crop_type,soil_type,field_size_acres,planting_date,temperature_celsius,rainfall_mm,yield_per_acre,ph_level,irrigation_type,fertilizer_used,pest_control
F4628,West,Spring,Wheat,Sandy Loam,186.10124594459938,2023-04-17,31.30016589619297,731.244419029668,,6.0103000850237125,Sprinkler,181.6kg/ha,2.1L/ha
F4629,South,Winter,Cotton,Clay,68.94862593073695,2023-12-18,18.516617543127058,1012.5898046284744,40.10063738803616,6.774013186611157,None,219.4kg/ha,1.9L/ha
F4630,West,Spring,Wheat,Loamy Sand,56.49289577411014,2023-04-26,23.83528023519103,719.5376158022159,146.42693391041902,6.879684636789271,Drip,282.7kg/ha,0.9L/ha
F4631,Northeast,Spring,Corn,Clay Loam,56.10793409148888,2023-05-10,20.311167241477033,1104.4801556001198,369.13756160920593,7.082835734529098,,213.6kg/ha,2.2L/ha
F4632,West,Fall,,Loamy Sand,129.1019407547601,2023-11-06,20.958249899397696,411.57579764456636,122.39155870367273,6.1409532972989,Sprinkler,197.3kg/ha,2.2L/ha
F4633,West,Summer,Wheat,Sandy Loam,66.61518616085507,2023-07-16,28.68179953793792,,23.664267804782465,7.409737288865076,Drip,,0.9L/ha
F4634,Midwest,Winter,Corn,Silt Loam,97.81140347692238,2023-01-26,12.80852810174834,1127.3132707885713,135.2296049362872,6.986841471031922,Drip,114.4kg/ha,0.9L/ha
F4635,,Summer,Soybeans,Clay Loam,26.412855202917523,2023-06-18,27.118119312234345,703.949551795606,,5.721023740044293,,234.0kg/ha,1.7L/ha
F4636,Northeast,,Soybeans,Clay Loam,39.536335447133794,2023-04-19,12.00150307102352,1011.8700786403517,285.468276039495,6.467047291231479,None,169.2kg/ha,1.0L/ha
F4637,Midwest,Winter,Soybeans,Silt Loam,58.50541371103967,2023-12-15,10.392202627248277,704.0379347983601,139.4487670664782,7.072516721196694,Drip,136.6kg/ha,0.9L/ha
,Northeast,Winter,Soybeans,Silt Loam,27.826269862889678,2023-02-14,4.947112251560435,1028.2980472573813,45.72985125294757,5.62263814302769,Drip,186.1kg/ha,
F4639,Northeast,Summer,Soybeans,Clay Loam,66.27895841727346,2023-06-03,21.83755642350303,,61.14179775248706,5.8920097190748635,Drip,140.0kg/ha,0.7L/ha
F4640,South,Summer,Cotton,Sandy Loam,85.64874090057441,2023-06-19,28.627610445292827,699.9492735469767,20.161776134819927,6.903389287571247,Sprinkler,187.1kg/ha,1.0L/ha
F4641,West,Spring,Corn,Loamy Sand,116.43827500648445,2023-04-27,23.95519524783873,692.7989785221479,124.3613666331007,6.617056330632086,Sprinkler,292.4kg/ha,1.5L/ha
,West,Fall,,Loamy Sand,,2023-10-10,23.143425537450454,400.0381343757094,109.24022944109986,5.91549205649631,,215.4kg/ha,
F4643,South,Winter,Corn,Sandy Loam,53.048130875665436,,12.590711403701793,1125.9498943993806,29.96907320081976,6.623337354517783,Sprinkler,167.6kg/ha,2.4L/ha
F4644,West,Summer,Wheat,Sandy Loam,76.74779439277881,,28.354312583311984,355.3199450310241,24.35698749201603,5.884225669426751,Sprinkler,159.3kg/ha,2.4L/ha
F4645,West,Winter,Wheat,,142.3804464553678,2023-02-26,23.112328925020034,342.41613091181904,24.400856689436292,,Sprinkler,263.8kg/ha,0.8L/ha
,Northeast,Summer,Soybeans,Clay Loam,67.6359611642238,2023-08-12,29.03740172669934,901.4693528264316,47.87137597708029,7.125204814267304,Drip,175.2kg/ha,0.6L/ha
F4647,,Summer,Cotton,Sandy Loam,,2023-07-04,41.232256373969456,955.5175628018408,16.8500886788496,7.015169088239753,Sprinkler,,
F4648,Midwest,Summer,Soybeans,Silt Loam,126.55987233260356,,27.801797200243392,591.3243540278326,59.86458344068661,6.302869177088346,Sprinkler,,0.8L/ha
F4649,West,Summer,Corn,Loamy Sand,150.3917427676921,2023-06-02,,359.5468985605479,18.901078387608038,7.453338263416095,Sprinkler,258.4kg/ha,1.1L/ha
F4650,Midwest,Fall,Soybeans,Clay Loam,86.972927418913,2023-09-06,14.36279363794538,908.7061052598297,201.14314999651134,6.8846752419674,Sprinkler,216.6kg/ha,
F4651,Midwest,Winter,,Clay Loam,47.24663241306237,2023-02-16,15.053225003713203,944.3509583582929,119.66806252837632,7.42979365649414,Drip,152.9kg/ha,2.4L/ha
F4652,,Fall,Cotton,Clay,56.08050756270863,2023-10-27,23.03250518601848,986.1827921963841,93.23683941897853,,,169.7kg/ha,2.1L/ha
F4653,,Winter,Corn,Silt Loam,,2023-02-27,12.592193661849688,1050.9916605801106,91.78862139265317,5.503412850269429,Drip,111.3kg/ha,
F4654,Midwest,Fall,Soybeans,Clay Loam,90.18530040560252,2023-09-09,23.631817383757813,934.1581937492231,236.04683599115253,5.590443587465195,Drip,125.6kg/ha,2.4L/ha
,Northeast,Summer,Soybeans,Clay Loam,60.57148711522986,2023-08-05,18.47093676884322,725.9705415667526,61.074703459021435,7.267492981887197,Drip,260.5kg/ha,1.1L/ha
F4656,Northeast,Winter,Soybeans,,31.590793456084697,2023-02-10,8.365825878654379,1149.3146198868449,,6.4912070360566805,Drip,,2.0L/ha
F4657,Northeast,Winter,Soybeans,,26.259254839045028,2023-02-14,7.697603244940854,852.7283660202693,,7.370124706695921,None,184.7kg/ha,1.5L/ha
F4658,,Spring,Corn,Sandy Loam,62.1803373390041,2023-05-16,30.37053775273085,1236.3679152079471,92.56096857282263,5.891685273717573,Drip,155.7kg/ha,2.2L/ha
F4659,Northeast,Spring,Corn,Clay Loam,30.781944480841574,2023-03-21,19.55853757445307,827.2397554530978,296.87299883931234,7.19736202408594,Drip,135.8kg/ha,
F4660,South,Winter,Corn,Clay,68.10399075491951,2023-02-25,12.533097652981821,931.3790703471171,30.46067627105952,7.548211322132635,Sprinkler,270.8kg/ha,0.5L/ha
F4661,Midwest,Summer,,Clay Loam,122.6778748277742,2023-08-15,24.48414965609074,706.3739033836532,53.48809054316258,7.189475469955731,Sprinkler,277.9kg/ha,2.2L/ha
F4662,Northeast,Fall,Corn,Clay Loam,73.33358723934836,2023-11-20,13.744513177371774,941.9661053051879,324.35585037522344,6.68681280410576,Drip,143.6kg/ha,1.7L/ha
F4663,Midwest,Winter,Soybeans,Silt Loam,132.18253600424248,2023-12-03,7.448221548412262,726.7038767337123,96.16744992704014,6.097951050780735,Sprinkler,237.9kg/ha,1.4L/ha
F4664,Midwest,Fall,Soybeans,Clay Loam,50.953476516335776,2023-09-11,15.490714587225394,969.2623169629052,227.62374373283416,7.092055193523252,Sprinkler,254.5kg/ha,2.1L/ha
F4665,Northeast,Winter,Corn,Clay Loam,,2023-02-01,8.875467936583576,1277.8394409862412,61.431460942373945,5.7409482423053575,Sprinkler,130.9kg/ha,1.5L/ha
F4666,South,Winter,Soybeans,Clay,98.01867392865482,2023-12-27,19.575159216209954,1177.5991605908234,39.64593900813936,7.927262260327379,,158.1kg/ha,
F4667,,Summer,Soybeans,Sandy Loam,117.34721928708672,2023-06-03,40.26079305812139,913.3709276347572,16.255797254823463,5.721027631416808,Sprinkler,171.4kg/ha,1.1L/ha
F4668,West,Winter,Corn,Loamy Sand,87.57581635254866,,20.650578622291345,596.1663637565381,,5.773693463794549,,206.2kg/ha,
F4669,Northeast,Fall,Soybeans,Clay Loam,33.662081827562076,2023-11-24,10.600431044792899,957.480349627628,237.55050242036114,6.742697518075277,Sprinkler,139.5kg/ha,1.4L/ha
F4670,Northeast,Spring,Corn,,,2023-04-16,21.321953386768637,1013.4793162014657,202.0390430010246,7.335626899148327,Sprinkler,131.4kg/ha,0.9L/ha
F4671,,Fall,Corn,Silt Loam,91.30423183338505,2023-09-12,24.912664925166,,301.37702891723603,6.325220361976742,Drip,199.3kg/ha,2.3L/ha
F4672,West,Summer,Corn,Loamy Sand,,,,218.5345845262188,19.461856646755773,6.819858621032351,Sprinkler,268.3kg/ha,1.7L/ha
F4673,South,Summer,,Sandy Loam,68.8912194318151,2023-06-11,32.07478569726101,635.6561462409751,19.17276203493293,6.733098871302768,Sprinkler,233.7kg/ha,1.1L/ha
F4674,Northeast,Summer,Soybeans,Silt Loam,27.172880694950603,2023-08-18,14.321522185355587,728.9463924656087,71.08797411922578,7.341242148733403,Sprinkler,154.7kg/ha,1.9L/ha
F4675,South,Spring,Corn,,116.62234828965778,2023-05-02,24.370214148159427,1324.7377006584231,93.88861931276655,6.850504860790744,Sprinkler,168.6kg/ha,0.9L/ha
,West,Fall,Wheat,Loamy Sand,133.43335569983867,2023-09-06,19.825848051422213,561.9513808974882,121.45336495943073,5.795815800662382,Sprinkler,196.4kg/ha,2.5L/ha
F4677,West,Winter,Wheat,Loamy Sand,87.16926346967674,2023-02-22,11.129547484831106,381.9881798789528,55.381128378940076,6.79216819194282,Drip,,0.9L/ha
F4678,West,Fall,Wheat,Sandy Loam,67.55748033931444,2023-10-02,28.349699427449607,364.5728103241496,87.69839555545894,7.187781738409795,Sprinkler,171.8kg/ha,2.3L/ha
F4679,,Fall,Soybeans,Clay Loam,58.7188999432849,,10.786162432373068,936.6490269431055,203.66813877738682,5.9566202342249035,Drip,260.3kg/ha,0.6L/ha
F4680,South,Spring,Soybeans,Sandy Loam,69.5724965814204,2023-04-13,30.85056787941728,1133.2537835645503,130.4888444207275,6.779907527869927,Sprinkler,165.2kg/ha,2.2L/ha
,West,Winter,Wheat,Sandy Loam,52.88671086707301,2023-02-03,6.4894543449018265,477.00862647913596,60.46850597632893,7.028573749069044,Sprinkler,,1.7L/ha
F4682,,,Corn,Clay Loam,56.45195593830073,,17.771538818531226,1010.9725774677983,273.57834538996315,7.398029962021565,Drip,,0.8L/ha
F4683,Midwest,,Corn,Silt Loam,145.97544031147055,2023-12-21,9.295315711915071,999.6924984970856,128.45281491428608,,Sprinkler,203.6kg/ha,0.7L/ha
F4684,South,Fall,Cotton,Clay,57.987170465163516,2023-11-07,34.68123393413842,920.8418903551104,108.97493352113568,6.1509342626795815,Drip,252.8kg/ha,1.9L/ha
F4685,Midwest,Summer,Soybeans,Silt Loam,64.24342014788459,2023-07-26,21.87770575276767,577.0467123973265,68.86088938467061,5.990712627415604,Sprinkler,254.1kg/ha,1.9L/ha
F4686,,,Corn,,119.88561288483437,,,804.0085271563432,440.8944527862056,,Sprinkler,,1.8L/ha
F4687,Northeast,Summer,Corn,Silt Loam,62.170697064249275,2023-07-21,31.29452430998493,607.6284158663249,,,Sprinkler,223.3kg/ha,1.2L/ha
F4688,South,Winter,Cotton,Sandy Loam,91.20284961612947,2023-12-22,13.227796843893897,,33.03532054317847,6.625284499103039,None,179.5kg/ha,2.2L/ha
F4689,South,Summer,,Clay,43.883921300327174,2023-06-02,29.68104802974706,876.1645975744741,23.282138739955627,7.295592912099456,Drip,121.6kg/ha,1.8L/ha
F4690,South,,Soybeans,Clay,77.31391071351995,2023-06-14,34.94992542493189,853.2901490688465,17.89557059210471,6.3237400626191596,Drip,156.7kg/ha,2.2L/ha
F4691,Northeast,Fall,Soybeans,Clay Loam,34.977685568281785,2023-10-20,13.521187068215323,1022.6162702943942,163.59211961136998,6.563494312422143,Drip,188.1kg/ha,1.0L/ha
F4692,Northeast,Winter,Corn,Clay Loam,29.19111451992756,2023-02-10,11.721652851323837,,43.41430154517986,,None,211.4kg/ha,1.6L/ha
F4693,Northeast,,Soybeans,Silt Loam,76.01134541551554,2023-10-16,21.763683799458658,651.9336884224679,174.86300896118374,5.783975516954262,None,276.4kg/ha,1.4L/ha
F4694,West,Fall,Wheat,Sandy Loam,93.61361479414796,2023-11-12,22.493208542551113,675.3304303144931,138.0586077708877,6.218774835753766,Sprinkler,118.9kg/ha,1.7L/ha
F4695,Midwest,Winter,Corn,Clay Loam,128.62753069336276,,7.650080913204784,589.0481910593917,100.64825695604142,6.080517609040657,Sprinkler,163.5kg/ha,1.7L/ha
F4696,South,Fall,,,71.12556107686441,,26.543172627291167,928.7259683348858,92.18947851955829,6.804806392927693,Sprinkler,187.9kg/ha,2.2L/ha
,South,Summer,Soybeans,Clay,41.96237647230228,2023-08-04,29.558615601361083,947.0166540473291,,6.934966499241768,Sprinkler,122.5kg/ha,0.7L/ha
,South,Spring,Soybeans,Clay,81.97988654337865,2023-03-10,,1376.9616742014157,115.28998415194106,7.055448865515501,Sprinkler,109.6kg/ha,0.8L/ha
F4699,Northeast,Spring,Soybeans,Clay Loam,49.09437943541503,,13.351500433118826,1021.2697002994752,,5.85782921229715,Drip,199.4kg/ha,2.2L/ha
F4700,Northeast,Spring,Soybeans,,,2023-05-05,15.625586394856626,1210.7063359910633,377.5044682280756,5.991902938738184,Sprinkler,283.3kg/ha,0.5L/ha
F4701,West,Winter,Wheat,Loamy Sand,111.44163480544432,2023-01-19,12.591970776008896,466.86847317897895,33.37761550467322,5.789783066291667,Sprinkler,274.4kg/ha,1.8L/ha
F4702,Northeast,Winter,Corn,,70.07376877303608,2023-12-27,7.726351496020336,836.9997907230935,74.69322726101083,5.711437286826808,Drip,200.2kg/ha,1.1L/ha
F4703,South,Spring,Corn,Sandy Loam,47.61882658080873,,,1297.7673693901852,95.10122497800391,6.925892200467603,,126.8kg/ha,1.5L/ha
F4704,Midwest,Fall,Soybeans,Clay Loam,62.967692789803706,2023-09-14,24.10603864085762,824.9213717246913,242.51889471949005,5.686395883753196,Drip,252.0kg/ha,2.0L/ha
F4705,South,Winter,Cotton,Sandy Loam,31.00694244263566,2023-01-15,17.563499447754733,1244.5830417938253,30.773718536306117,6.521364139033119,Sprinkler,108.9kg/ha,1.3L/ha
F4706,West,Spring,Corn,Loamy Sand,153.73406614947396,2023-03-17,29.646607938790048,622.1979570873856,119.41628143214324,7.08095931090411,Sprinkler,140.5kg/ha,
F4707,,Winter,,Sandy Loam,186.4416635457604,2023-01-12,12.408801986291733,663.0192701890123,64.8817422535605,,Sprinkler,158.7kg/ha,2.1L/ha
F4708,Midwest,Summer,Wheat,Clay Loam,73.39299336894729,2023-07-18,28.32727676759491,876.3315456674951,66.53526657719058,6.411347781193033,Drip,,2.1L/ha
F4709,Midwest,Spring,Soybeans,Silt Loam,129.38991936735493,2023-04-13,27.131013126951284,891.7424604778121,471.5950088795464,6.2427372863611055,Sprinkler,294.1kg/ha,1.6L/ha
F4710,South,Fall,Cotton,Clay,44.80379743964547,2023-09-19,20.944467915024436,1233.293669937064,93.4666300273253,6.2267177162565925,Drip,222.5kg/ha,2.3L/ha
F4711,West,Winter,Corn,Loamy Sand,133.10850676166865,2023-01-18,19.66739439341017,814.8604124511917,52.03646308380599,7.332927388414684,Sprinkler,287.4kg/ha,1.9L/ha
F4712,Midwest,Spring,Wheat,Silt Loam,135.05304403786346,2023-05-15,,1028.0296417068632,348.8212510774116,5.900724091385741,Sprinkler,165.6kg/ha,1.4L/ha
F4713,South,,Soybeans,Sandy Loam,73.61314230584996,2023-03-06,17.42790480936558,1413.596553094374,117.27765618844066,7.306983222433749,Drip,234.3kg/ha,0.7L/ha
F4714,South,,Corn,Sandy Loam,,2023-11-23,27.5021270232644,,69.81577357732796,6.016252626014394,Drip,102.5kg/ha,2.1L/ha
F4715,Midwest,Fall,Soybeans,Clay Loam,,2023-09-25,13.257598707049945,591.7860952693778,,6.687561262588977,None,102.8kg/ha,1.0L/ha
,South,Fall,Corn,Clay,78.2830774704089,2023-11-13,,837.7178440949688,104.96363664733012,,Drip,228.5kg/ha,2.1L/ha
,South,,Soybeans,Sandy Loam,32.730957306795986,2023-06-25,24.172983575444466,908.6228476830973,18.06233105282209,6.469045588992559,Drip,207.4kg/ha,2.5L/ha
F4718,South,Spring,Corn,Clay,49.813775345323535,2023-03-18,28.237266717254677,1149.9407815406262,114.92791493743091,6.5818445328995185,Sprinkler,298.5kg/ha,1.2L/ha
F4719,Northeast,Summer,Corn,Clay Loam,74.39062510922118,2023-08-14,23.26740144212974,685.7484426041501,42.26742985776146,5.647425922771013,Sprinkler,293.1kg/ha,2.2L/ha
F4720,Northeast,Spring,Corn,Clay Loam,29.153311137460342,2023-04-17,13.244795104576475,1172.0489233473104,310.7565358893355,5.755596333253041,Drip,243.1kg/ha,0.7L/ha
F4721,South,Winter,Corn,Sandy Loam,87.81092713832169,2023-01-26,21.758968051470717,922.6320818854664,30.00943878856466,7.333601190938569,,277.0kg/ha,1.7L/ha
F4722,West,Summer,Corn,,94.70240687809448,2023-06-26,24.32519811039654,262.77404439925505,26.254257556238684,7.1436665126692915,None,275.1kg/ha,2.0L/ha
F4723,Northeast,Fall,,Silt Loam,49.5078197015395,,17.476339557764142,867.8184095737191,286.16816383696363,6.899209399372403,Sprinkler,293.3kg/ha,0.8L/ha
F4724,South,Fall,,,79.84001316432915,2023-09-27,30.05161101089984,813.3351708674371,55.79336686481206,5.55266585659099,Drip,185.7kg/ha,1.8L/ha
F4725,South,,Corn,Clay,,2023-04-08,31.225850690394097,1412.2467795322748,91.61894042759114,7.501258902158641,Sprinkler,284.1kg/ha,0.8L/ha
F4726,Northeast,Spring,Soybeans,Silt Loam,,2023-03-16,,740.2758861221056,,5.683637331081091,Drip,223.3kg/ha,1.8L/ha
F4727,South,Fall,Soybeans,Sandy Loam,45.67106288730572,2023-10-12,33.73520413839257,792.98059970182,74.21527366257655,6.658254991219815,Sprinkler,130.5kg/ha,1.4L/ha
F4728,Northeast,Winter,Soybeans,Silt Loam,39.118522125762254,2023-02-24,8.640673971303494,1020.7060707734469,100.13127200309286,6.070096458649523,Drip,151.2kg/ha,1.6L/ha
F4729,West,Fall,Wheat,Loamy Sand,118.46826151907962,2023-10-03,18.812809302338945,502.75887755039514,75.07646301687286,6.370865395227371,Sprinkler,210.3kg/ha,1.1L/ha
F4730,South,Winter,Soybeans,Clay,,2023-02-25,14.57754115494059,864.5566617549738,45.91162839645321,6.58273198636984,Drip,140.2kg/ha,2.3L/ha
F4731,Midwest,Summer,,,151.06228073901167,2023-07-13,18.577970346669417,701.1485279786269,74.17363751496733,7.445841132187793,Sprinkler,180.2kg/ha,0.8L/ha
F4732,West,,Corn,Sandy Loam,178.24642879351006,2023-12-20,,509.8463110659948,30.7972025199744,5.968015394197682,Sprinkler,186.3kg/ha,2.1L/ha
,South,Fall,Corn,Sandy Loam,95.53885842940427,2023-11-08,24.91760023319693,1047.1486012378798,81.32763398113839,,Drip,159.7kg/ha,1.4L/ha
F4734,South,Fall,Cotton,Clay,106.78662770662245,2023-11-02,25.755543300577884,907.4694881291125,,6.555160870809463,Sprinkler,128.9kg/ha,2.0L/ha
F4735,Midwest,Spring,Corn,Clay Loam,122.62106687914216,2023-04-22,17.2155289048992,989.1432216813222,434.66842937501144,7.322512014307881,Sprinkler,,1.7L/ha
F4736,West,Fall,,Sandy Loam,103.54339422800703,2023-11-24,26.163758038655107,,93.42914569801721,6.587588103533713,Sprinkler,126.3kg/ha,1.8L/ha
,,Winter,Corn,Silt Loam,39.94158596383015,2023-02-10,6.485991894037089,,66.22004712215428,5.812356298790932,Sprinkler,172.9kg/ha,0.8L/ha
F4738,South,Fall,Cotton,Sandy Loam,,2023-10-10,21.59747185294564,1002.4305501023185,81.58642330921829,6.651380318344431,None,,1.8L/ha
F4739,Northeast,Fall,Corn,Silt Loam,50.259896986374045,2023-11-22,16.13984851570928,994.7090375756849,216.440651224965,6.696014512926262,None,203.6kg/ha,2.2L/ha
,South,Spring,Soybeans,Sandy Loam,,2023-03-24,26.893334155309102,1519.8077360260024,121.01483774906714,6.478405223089078,None,143.2kg/ha,2.1L/ha
F4741,South,Winter,Corn,,117.63181108860773,2023-12-22,20.692790519806568,988.7630499834137,36.85893898282192,5.964052297237285,Sprinkler,222.5kg/ha,2.2L/ha
F4742,Midwest,Summer,Wheat,Clay Loam,103.01738857413854,2023-06-13,22.22917664089392,571.8339321077336,51.235655991533164,7.442649736138646,Sprinkler,268.1kg/ha,1.5L/ha
,,Summer,,Clay Loam,32.87075751562947,2023-07-10,31.00139393771504,790.1089260710003,50.47551121823583,6.535299123102439,Drip,226.0kg/ha,0.6L/ha
F4744,West,Fall,Wheat,Loamy Sand,164.348465344502,2023-09-13,28.106289535702924,,93.24526447925798,6.735929054557006,Sprinkler,123.4kg/ha,
F4745,West,Summer,Wheat,Loamy Sand,158.1300590451217,2023-07-17,36.937387744109564,426.211596211518,13.422934773275584,5.957539769323488,Sprinkler,207.7kg/ha,2.1L/ha
,Northeast,Summer,Corn,Silt Loam,71.13348430106007,2023-06-19,14.76224882040142,635.0709371147794,51.678411639757705,6.797833133311257,Sprinkler,208.4kg/ha,2.4L/ha
F4747,Midwest,Summer,Soybeans,,119.58577681843404,2023-08-03,29.152521596744513,910.212936248636,80.2562868330233,5.505050611309174,Sprinkler,,0.6L/ha
F4748,Midwest,Summer,Wheat,Clay Loam,142.80436650147715,2023-07-25,34.889518460710434,,68.53722603072298,,Sprinkler,176.2kg/ha,
F4749,South,Spring,,Clay,67.36225391761762,2023-04-11,26.89840102611536,1292.3897162207238,119.9221049936294,,Sprinkler,153.4kg/ha,0.8L/ha
,West,Winter,Corn,Loamy Sand,54.30453724154454,2023-01-22,16.827083625943576,488.44765550319755,27.62547424602441,6.230915789824369,None,264.4kg/ha,1.6L/ha
F4751,Northeast,Spring,Corn,Clay Loam,,2023-04-19,14.060117723033544,1314.474186990225,384.61438041611177,6.682449348557958,Sprinkler,197.0kg/ha,2.5L/ha
F4752,Midwest,Spring,Wheat,Silt Loam,81.37032391515741,2023-04-21,19.812947413703377,1018.9682609780331,304.97231938147564,6.6514212746674195,None,101.1kg/ha,1.8L/ha
F4753,West,Spring,Wheat,,114.54712818846184,2023-04-21,19.324609819542236,366.9362351721611,159.16323744449716,5.723863060275342,Sprinkler,218.3kg/ha,1.0L/ha
F4754,Midwest,Winter,,Silt Loam,85.6660291134881,2023-01-12,14.596176014534596,910.1158729227161,,,Drip,218.5kg/ha,1.0L/ha
F4755,Midwest,Winter,Wheat,,111.38777518019968,2023-01-03,12.740092470609474,1093.7336644666093,91.15006450663503,6.099348820870137,Sprinkler,188.3kg/ha,1.9L/ha
F4756,South,Winter,Cotton,Clay,36.54526553601691,2023-02-04,15.903484416664208,987.8973965173224,24.153306218958768,7.347165639362374,,172.3kg/ha,1.5L/ha
F4757,Midwest,Spring,Soybeans,Silt Loam,111.27078573405623,2023-03-02,19.615688623712145,,,6.785793974533099,Sprinkler,110.9kg/ha,0.9L/ha
F4758,,,Wheat,Silt Loam,69.24614503649764,,25.183966928513456,1238.4855573258194,311.46058759260956,,Drip,,0.9L/ha
F4759,South,Winter,Cotton,,41.721690435142406,2023-02-03,25.803580088381725,1152.5410045837532,39.4109582775032,6.994025763898604,Drip,282.4kg/ha,1.3L/ha
F4760,Midwest,Summer,Corn,Silt Loam,135.06652638258083,2023-08-15,24.111841736877214,683.4847670641635,56.17650078075072,5.87983234034965,Sprinkler,123.3kg/ha,1.4L/ha
F4761,Midwest,Spring,Corn,Silt Loam,69.28766325919646,2023-04-22,27.257053538529693,794.191852985591,343.63147250346617,7.455937709376345,Sprinkler,236.9kg/ha,
F4762,Northeast,Fall,,Clay Loam,,2023-11-09,20.183232343892605,882.3180537254314,142.00197422385003,5.700445955291067,None,211.7kg/ha,2.0L/ha
F4763,West,Fall,Wheat,Loamy Sand,63.322693561828196,,17.31970397171237,339.50739235675775,117.51118846175875,6.2312461675841035,Drip,218.3kg/ha,2.2L/ha
F4764,Northeast,Summer,Soybeans,Clay Loam,79.6642086379374,2023-07-17,19.39629120565758,969.401504488579,50.118977852365504,6.777369132070845,Sprinkler,124.2kg/ha,1.7L/ha
F4765,Midwest,Fall,Corn,Silt Loam,105.8148572080726,2023-10-27,21.270413941080974,840.6121845701688,297.0743035472436,5.6450142544866795,Sprinkler,137.8kg/ha,1.7L/ha
F4766,Northeast,Winter,Soybeans,Silt Loam,40.499577615466535,2023-01-01,9.711186068933102,,89.27575325124197,6.970294585816921,Sprinkler,283.3kg/ha,1.0L/ha
F4767,Northeast,Winter,Corn,Silt Loam,54.125629829351034,2023-01-21,-1.1817489011146178,879.656106762818,,6.060741254249757,Drip,244.6kg/ha,2.0L/ha
F4768,Northeast,Winter,,Clay Loam,39.51396587446326,2023-02-19,8.741106337487572,905.1572376189498,74.16209361253526,,Drip,109.6kg/ha,0.9L/ha
,West,Spring,Corn,Loamy Sand,76.07376803765517,2023-03-22,21.499186899237195,714.6883527771096,126.59827508996733,7.21927426094212,Sprinkler,238.1kg/ha,1.9L/ha
F4770,West,Summer,Corn,Sandy Loam,79.84608792605442,2023-08-03,29.001167757788018,488.99662445982403,,6.279903922155832,Drip,192.1kg/ha,2.5L/ha
F4771,Northeast,Fall,,Clay Loam,76.22339260365328,2023-09-15,12.72088466751394,656.1283871703123,267.14836667002885,6.201913454924801,None,232.7kg/ha,
F4772,Midwest,Summer,Wheat,Clay Loam,142.5025837953583,2023-08-15,29.73607238956074,,,7.092325025142608,Sprinkler,261.0kg/ha,1.8L/ha
,South,Fall,Soybeans,Sandy Loam,108.57652260414478,,27.167271164089968,902.7725950545309,86.63304031360708,7.017098506753552,Sprinkler,,0.5L/ha
F4774,Northeast,Spring,Corn,Clay Loam,69.53982742681384,2023-04-07,15.622659584268826,757.4153204007472,,7.49451842227543,None,,2.2L/ha
F4775,West,Winter,Corn,Sandy Loam,115.72905620030147,2023-01-03,17.38606813029075,474.3037696163713,31.703134785647705,5.682115288240555,Sprinkler,277.8kg/ha,1.3L/ha
F4776,West,Winter,Wheat,Sandy Loam,174.9098401761935,2023-02-22,15.981914124651752,,41.71360457287916,6.146901339860788,Sprinkler,228.8kg/ha,2.4L/ha
F4777,Northeast,Winter,Soybeans,Clay Loam,35.35420488184499,,0.4735844659691695,,139.46067046800587,6.57034885596032,Drip,217.0kg/ha,2.0L/ha
F4778,West,Winter,Wheat,Loamy Sand,,2023-02-14,10.217770597837582,652.6767056306679,46.95108574766816,,Sprinkler,169.0kg/ha,1.4L/ha
F4779,South,Summer,Corn,Sandy Loam,110.58722960002413,,,899.6224356519698,14.577850327454575,7.1927626614590645,Sprinkler,223.8kg/ha,1.3L/ha
F4780,South,Winter,,Clay,85.74181293568876,,18.439203875124935,,36.74305386391997,,Drip,,0.5L/ha
F4781,South,Spring,Cotton,Clay,95.91489612086202,2023-03-11,31.933415628655716,1185.895393964018,122.23347195375351,7.513086128222766,Drip,128.6kg/ha,0.6L/ha
F4782,West,Fall,Wheat,Sandy Loam,80.89445148871253,2023-10-16,20.41857163397073,401.32240072356785,,6.066073434343065,Sprinkler,144.1kg/ha,0.7L/ha
F4783,South,Fall,Soybeans,Sandy Loam,75.68795596546744,2023-10-10,22.59606974533079,924.2530477519671,90.43608830919011,6.155109133937514,Sprinkler,255.1kg/ha,1.4L/ha
F4784,,Summer,Wheat,Loamy Sand,117.01707303702767,2023-06-25,22.183389035552693,281.37170320445136,23.89573509275317,6.46011777852137,Sprinkler,,1.6L/ha
F4785,Midwest,Spring,Soybeans,Clay Loam,63.03662651559356,2023-03-02,26.23582664647642,,464.8817174415073,5.927168739608829,Drip,194.6kg/ha,
F4786,West,Spring,Corn,Loamy Sand,123.59323555874309,2023-03-27,27.297563625543408,968.0071134024373,140.08380980102422,6.511050161276565,Sprinkler,273.1kg/ha,1.0L/ha
F4787,Midwest,Summer,Corn,Silt Loam,139.0063597350694,2023-08-27,,563.2729129051671,,6.259277561261536,Sprinkler,275.8kg/ha,1.2L/ha
F4788,South,Spring,Cotton,Sandy Loam,116.20496738310564,2023-05-24,27.70348008280242,1156.1831709860608,99.23634468055383,6.7771361811273465,Sprinkler,135.8kg/ha,1.7L/ha
F4789,Midwest,Winter,Wheat,Clay Loam,155.3657644860172,2023-01-21,18.12033812085418,977.0049735296006,126.70835500113486,,Sprinkler,,2.5L/ha
F4790,Northeast,Spring,Soybeans,Silt Loam,67.23334220389741,2023-03-07,24.54689702372229,899.8024892973218,231.5793743302716,5.685917887994263,Drip,256.5kg/ha,2.0L/ha
